Unnamed: 0,value,category
629, what flights from boston arrive in dallas fort worth before 5 pm,travel
2334, show me the flights from san diego to washington dc,travel
2966, show me the flights from san diego to newark new jersey,travel
300, show me the flights from indianapolis to orlando with round trip fares less than 1288,travel
459, what do you have from philadelphia to dallas on saturday morning,travel
1447, show me flights from denver to philadelphia,travel
1472, i want a flight from milwaukee to orlando one way leaving after 5 pm on wednesday,travel
2046, well i'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning,travel
4209, what does ewr mean,travel
3732, display all fare codes,travel
2113, show me flights from san francisco to minneapolis,travel
27, atlanta ground transportation,travel
3807, i would like to fly united airlines from washington dc to denver colorado,travel
4502, i would like to see the flights from baltimore to philadelphia again,travel
837, show me flights from baltimore to dallas,travel
3794, airports in new york,travel
2008, show me the flights from boston to san francisco,travel
4885, show me all midwest express flights from detroit to chicago,travel
503, i need to fly from boston to denver on to san francisco and back,travel
3181, list all flights leaving denver on continental on sunday after 2134,travel
4447, what is fare code h,travel
380, looking for a flight from dc to minnesota,travel
1851, i'm going to leave philadelphia and i want to go to san francisco and i want to fly first class american and i want a stop in dallas can you please tell me what type of aircraft you will be flying,travel
1525, show me all flights from philadelphia to denver on sunday which leave philadelphia after noon,travel
2365, show me flights from denver to philadelphia arriving after 2100,travel
4943, show me all the flights on united leaving from boston,travel
3052, show me the first class flights from denver to baltimore,travel
2884, do you have a flight from boston to fort worth,travel
2340, what kind of ground transportation is there in dallas,travel
374, what economy flights are available from dallas to baltimore on december seventeenth,travel
3321, what flights are available friday afternoon from atlanta to dallas,travel
2381, can you show me what flights are available on december sixteen going from oakland to dallas,travel
4290, please give me the prices for all flights from philadelphia to denver airport next sunday,travel
939, show me flights from boston to washington leaving july fifteen,travel
4503, i need a flight from indianapolis to toronto reaching toronto on thursday morning,travel
4373, what is the fare from boston to san francisco on united airlines flight 21,travel
2799, what flights from miami to indianapolis,travel
2147, list the first class flights from baltimore to denver,travel
3785, what is the latest flight from salt lake city to st. petersburg,travel
4520, could you tell me what flights you have that run daily from boston to san francisco please,travel
4197, what is the cheapest coach flight between dallas and baltimore leaving august tenth,travel
2068, give me a flight from new york city to las vegas and a flight from memphis to las vegas that arrive at the same time,travel
529, what airlines fly between boston and san francisco and stop in denver,travel
3698, show me the flights from boston to fort worth on the morning of july tenth 1991,travel
636, looking for a flight from denver to salt lake city,travel
1269, can you list all nonstop flights departing from st. petersburg and arriving in charlotte,travel
185, show me the car rentals in baltimore,travel
3786, now i'd like information on flights from denver to san francisco,travel
3154, show all flights and fares from denver to san francisco,travel
3424, what's the lowest round trip fare from dallas to baltimore,travel
1797, is there a flight from atlanta to san francisco which connects in dallas,travel
2979, list all united flights from boston to san francisco with fare code qx,travel
1441, what is the earliest nonstop flight from washington to san francisco,travel
4789, i need a flight from kansas city to newark on the first of july,travel
4852, what is the cheapest flight from denver to pittsburgh on july twenty sixth,travel
1535, please show me the cost of flight ua 201 from boston to denver and flight ua 343 from boston to denver,travel
3413, do you have an american airlines flight from denver to san francisco in the early morning,travel
1273, round trip air fares from baltimore to philadelphia less than 1000 dollars,travel
4075, what does fare code qx mean,travel
607, what is the first flight from atlanta to boston leaving on thursday september fifth,travel
3814, a breakfast flight from denver to san francisco please,travel
1712, what flights from seattle to salt lake city,travel
2199, what is the earliest flight from ontario to memphis,travel
955, list flights from san francisco to pittsburgh,travel
2579, i would like a flight from philadelphia to san francisco but i would like to stop in dallas,travel
3865, what types of aircraft can i get a first class ticket from philadelphia to dallas,travel
4405, i need a flight from pittsburgh to new york city,travel
3352, show me the flights from philadelphia to dallas,travel
3654, which airlines fly from boston to san francisco,travel
403, flights from las vegas to phoenix,travel
2071, what is the latest flight from milwaukee to seattle tomorrow,travel
4733, show me all us air flights from atlanta to denver for the day after tomorrow,travel
1977, give me the round trip coach fare from dallas to baltimore,travel
158, list all flights from baltimore to philadelphia,travel
1748, please show me flights from boston to denver with a stopover in philadelphia,travel
2909, flight from cleveland to nashville,travel
3504, what type of aircraft is used flying from atlanta to denver before 12 noon,travel
902, give me the list of flights for continental airlines between boston and denver,travel
352, list the number of flights leaving boston for dallas fort worth before 9 am in the morning,travel
1230, i'd like a flight leaving atlanta august seventh and arriving in denver colorado august seventh leaving in the afternoon,travel
4649, what flights are there from memphis to las vegas,travel
2140, i need a listing of flights from st. petersburg florida to tacoma washington leaving tomorrow and i would like to have a stopover in milwaukee please,travel
444, list all flights on continental leaving denver on sunday after 2134,travel
4925, i'd like a flight from boston to san francisco leaving in the afternoon any time please,travel
754, show all nonstop flights from boston to san francisco,travel
1737, list all flights from boston to atlanta after 6 o'clock pm on wednesday,travel
2971, show me all flights from montreal,travel
4956, show me the cheapest one way flights from pittsburgh to dallas leaving pittsburgh between noon and 2 pm,travel
2920, show me morning flights from toronto,travel
311, i need to go from boston to atlanta and back in the same day find me the earliest flight from boston,travel
548, give me the flights on december twenty seventh with the fares from indianapolis to orlando,travel
4020, does flight dl 323 dl 229 from boston to denver stop in philadelphia,travel
4739, show me all flights from denver to san francisco,travel
1989, i need a first class ticket on united airlines from denver to baltimore scheduled for december seventeenth,travel
306, give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee,travel
2335, how much does it cost to fly eastern airlines from atlanta to boston,travel
694, give me flights from denver to baltimore,travel
2356, i would like a flight from denver to pittsburgh,travel
1927, what is the next flight from pittsburgh to san francisco after delta flight 1059,travel
684, i need a flight from montreal quebec to san diego california leaving this sunday,travel
749, saturday flights from las vegas to phoenix,travel
3220, what are connecting flights from chicago to seattle on june first,travel
1266, nonstop flights denver to kansas city,travel
3258, show me the flights on delta from atlanta in the morning,travel
3499, list all the airlines that fly into general mitchell international,travel
4403, what's the lowest round trip fare from atlanta to bwi,travel
4519, what flights depart san francisco after 4 pm and fly to washington via indianapolis,travel
3083, what flights from kansas city to denver,travel
3061, now i need a flight from detroit to san diego leaving tuesday evening,travel
3025, give me a flight from philadelphia to denver on sunday,travel
970, what are all the flights between san francisco and boston,travel
13, all flights to baltimore after 6 pm,travel
873, could you show me all weekday flights from phoenix to denver,travel
808, what flights leave chicago and arrive in detroit around 6 pm next tuesday,travel
514, show me ground transportation in san francisco,travel
4587, what is the ground transportation available in fort worth texas,travel
409, does american airlines fly from atlanta to philadelphia,travel
3379, i would like to book a flight on us air first class from cleveland to miami on february twenty fourth,travel
4323, what flights does american airlines have from boston to dallas,travel
207, does eastern airlines fly early in the morning between logan and bwi,travel
3197, what flights from kansas city to denver after 845 in the morning,travel
458, please give me flights leaving san francisco and going to pittsburgh,travel
3441, show me the flights from tacoma to miami after 6 pm,travel
2430, is there ground transportation between airport and downtown in boston,travel
3626, how much is a first class round trip from atlanta to san francisco,travel
110, give me the cheapest flight from charlotte to long beach,travel
3959, i live in denver and i'd like to make a trip to pittsburgh,travel
4012, i would like to know flights on june fifteenth from long beach to columbus after 12 noon please,travel
1883, what flight is available at noontime from boston to washington what flight is available around noontime from boston to washington,travel
1713, flights from montreal and phoenix to las vegas arriving at the same time,travel
3926, show me the flights from boston to san francisco,travel
3370, show me all flights from san diego to los angeles,travel
552, show me all flights from san francisco to pittsburgh on a monday,travel
1439, show me flights from pittsburgh to dc,travel
2270, united airlines flights stopping in denver,travel
3144, show me the flights arriving at love field from other airports,travel
2821, find travel arrangements for a round trip flight from dallas to pittsburgh after 8 pm,travel
4759, give me the list of flights for continental between denver and boston,travel
1925, what is the cheapest fare that i can get between philadelphia and san francisco,travel
634, i would like your rates between atlanta and boston on september third,travel
4783, what flights are available from denver to dallas fort worth in the afternoons,travel
316, give me flights on american airlines from milwaukee to phoenix,travel
4198, do you have a flight leaving boston at 645 am going to washington,travel
4678, i need a flight after 6 pm on wednesday from oakland to salt lake city,travel
1328, are they all nonstop flights from kansas city to st. paul,travel
427, what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,travel
3346, show me the flights arriving in baltimore from philadelphia at about 4 o'clock,travel
105, show me flights from baltimore to dallas,travel
3041, give me a list of the morning flights from atlanta to boston,travel
142, i'd like a flight on july ninth from orlando to kansas city in the afternoon,travel
2169, i would like a nonstop flight from st. petersburg to charlotte leaving in the afternoon,travel
4841, show me fares leaving on tuesdays from denver to go to dallas,travel
89, show me flights from boston to san francisco,travel
2918, what is the ground transportation available in boston,travel
2241, show me the flights from love field,travel
3174, show me airlines with flights from pittsburgh to boston please,travel
3765, what delta flights are available to fly from philadelphia to boston,travel
2163, i need the cheapest direct flight from atlanta to denver leaving on may seventh,travel
2636, what is the cheapest fare between atlanta and san francisco,travel
1949, i would like information on flights leaving early monday morning from atlanta to baltimore,travel
1768, give me the flights and fares on december twenty seventh from indianapolis to orlando,travel
3256, from phoenix to las vegas on saturday,travel
2272, what flights go from seattle to boston via minneapolis,travel
1, what is the arrival time in san francisco for the 755 am flight leaving washington,travel
4803, what does ewr mean,travel
4934, phoenix to newark wednesday,travel
1951, how do i get to philadelphia downtown from the airport,travel
4066, i need to fly from kansas city to chicago leaving next wednesday and returning the following day,travel
4277, what kind of ground transportation is there once i get to dallas,travel
2720, what kind of airplane goes from boston to san francisco before noon,travel
3456, what's the lowest round trip fare from denver to pittsburgh,travel
1109, which airlines fly between baltimore and san francisco,travel
4942, show me the flights from boston to denver on august second,travel
591, what stops does dl 838 make from san francisco to atlanta,travel
1695, show me all flights with fares from pittsburgh to san francisco,travel
3946, all northwest flights with stopovers in denver,travel
2936, explain the fare code q,travel
4833, could i have the flights from newark to orlando please,travel
3382, information on flights from philadelphia to san francisco,travel
1576, i would like some information on a flight from denver to san francisco on united airlines,travel
3922, show me the flights on delta that go through atlanta,travel
213, from toronto to atlanta in the afternoon,travel
778, please list information regarding san francisco airport,travel
1415, display types of aircraft departing from cleveland to dallas before noon,travel
3727, show me flights from san francisco to denver on weekdays,travel
2043, i need a flight from san diego california to indianapolis indiana leaving in the afternoon on tuesday,travel
2848, what flights go from chicago to seattle on saturday on continental airlines,travel
4517, list the flights arriving in atlanta from boston between 4 and 8 pm,travel
3475, what flights go from san francisco to boston and leave after 1 o'clock,travel
3781, is it possible for me to fly from baltimore to san francisco,travel
1567, what is the latest flight you have departing dallas to philadelphia,travel
165, leaving washington going to san francisco the latest flight,travel
4693, what's the earliest flight leaving denver for pittsburgh,travel
3553, i want to go from boston to oakland,travel
4904, do you have an 819 flight from denver to san francisco,travel
1343, what kind of plane flies from boston to pittsburgh after noon,travel
2013, tell me which airlines have flights from pittsburgh to san francisco on monday september second,travel
273, give me flights from pittsburgh to baltimore,travel
71, i need information from denver to pittsburgh,travel
3855, please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon,travel
1087, show me the schedule for airlines leaving pittsburgh going to san francisco for next monday,travel
394, show me all overnight flights from washington dc to san francisco and list their fares,travel
583, may i have a list of flights going from boston to denver on the twenty ninth of july,travel
1367, show me all flights between boston and washington,travel
4964, show me all the flights from milwaukee to orlando that leave after noon on wednesday and before noon on thursday,travel
4056, define airline ua,travel
2548, what sort of ground transportation is there in washington dc,travel
4760, list daily flights from oakland to boston using continental airlines,travel
4882, show me first class fares from dallas to baltimore,travel
3003, show me the cheapest flights from san francisco to boston,travel
4766, what is restriction ap80,travel
3968, show me the itinerary of the connecting flight from boston to denver that departs boston at 10 am,travel
4063, i want to fly from cleveland to san diego tomorrow and stop in indianapolis,travel
1763, do you have any flights from pittsburgh to boston on wednesday of next week in the morning,travel
1875, show me all flights from boston to pittsburgh on wednesday after 6 o'clock pm,travel
1259, what are the flights from kansas city to burbank on saturday may twenty two on america west,travel
4510, pittsburgh to baltimore please on january one,travel
2253, information on flights from atlanta to washington dc departing on thursday before 9 am,travel
2781, show me all the flights from burbank to denver,travel
3665, all flights pittsburgh to baltimore on thursday arrival by 10 am,travel
526, show me the airlines from love field,travel
4182, what flights do you have leaving boston going to san francisco,travel
2946, find a flight from long beach to st. louis stopping in dallas,travel
377, what does flight code us mean,travel
1559, list ground transportation in detroit,travel
3788, from baltimore to san francisco,travel
1963, where does canadian airlines international fly to,travel
4711, what does mco stand for,travel
348, on may four atlanta to denver delta flight 257,travel
2434, is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city,travel
2246, on usa air how many flights leaving oakland on july twenty seventh to boston nonstop,travel
4147, what is the earliest flight between pittsburgh and denver that serves breakfast,travel
1709, give me the flights from san francisco to washington dc for december first,travel
1050, i need to fly from baltimore to dallas on tuesday evening,travel
590, what is the cost of flight dl 106 from philadelphia to boston,travel
519, is there an early morning delta airlines flight between boston and washington,travel
4473, could you list for me the flights that leave oakland on sunday and arrive in dallas,travel
4104, what ground transportation is there from denver,travel
2477, show me all flights from baltimore to san francisco,travel
1083, please show me any united flights including connections between boston and san francisco at 5 in the evening,travel
3557, show me the evening flights from atlanta to washington on wednesdays,travel
4756, what is fare code f,travel
4489, please show me flights from dallas fort worth to atlanta on monday,travel
1294, i'd like flight information between boston and washington september third,travel
1809, what flights go from dallas to baltimore,travel
791, what is the earliest flight in the morning from boston to pittsburgh,travel
792, morning flight from atlanta to philadelphia,travel
4095, is there a flight on eastern airlines from boston to denver,travel
1855, show me the flights from salt lake city to st. petersburg late night on tuesday,travel
4735, a listing of all flights from boston to baltimore before 10 am on thursday,travel
1980, what nonstop flights are available from oakland to philadelphia arriving between 5 and 6 pm,travel
3233, i'd like to know the earliest flight from boston to atlanta,travel
4098, all flights from washington to san francisco leaving after 2,travel
4599, actually what are the nonstop flights from las vegas to burbank on saturday may twenty two,travel
1530, i want to travel from philadelphia to boston on wednesday afternoon,travel
1410, can you list all flights from chicago to st. louis that depart after 12 noon,travel
4275, i'll need a rental car at the atlanta airport can you show me what's available,travel
4627, show me all flights from milwaukee to orlando one way,travel
83, of all airlines which airline has the most arrivals in atlanta,travel
868, what are the flights on january first 1992 from boston to san francisco,travel
2350, what is the least expensive one way ticket from atlanta to denver leaving on october twelfth,travel
20, show me the flights from san diego to newark,travel
4805, give me the earliest flight on american airlines tomorrow from st. petersburg to milwaukee,travel
2795, show me all flights from pittsburgh to san francisco,travel
4552, list all flights on continental leaving denver and arriving at chicago on monday before noon,travel
1562, nonstop or connecting flights from seattle to boston,travel
3093, what is the earliest flight from boston to denver,travel
3155, is there an afternoon flight from charlotte to minneapolis around 2 pm,travel
973, find a flight from boston to washington on monday,travel
1710, i would like information on flights leaving atlanta and arriving in dallas,travel
3201, all flights from boston to washington dc on november eleventh,travel
3949, what is the round trip cost of a first class ticket from boston to san francisco,travel
4797, show me continental flights from chicago to seattle on saturday morning,travel
1098, show me the american airline flights leaving phoenix on wednesday and arriving in milwaukee,travel
4632, i'd like to book a flight from san diego to toronto,travel
2844, what flights does delta have from denver to dallas after 5,travel
886, kindly give me the type of aircraft used to fly from atlanta to denver,travel
4909, list the flights and departure times for flights leaving dallas fort worth for boston after 6 pm,travel
3647, list nonstop flights from los angeles to pittsburgh which arrive on monday after 5 pm,travel
4560, on august thirtieth please schedule me on a flight from denver to san francisco early in the morning,travel
3536, show me non first class flights from baltimore to dallas,travel
4381, show me the last flight available in the evening from boston to dc on july twenty first,travel
515, please give me the earliest flight tomorrow from st. petersburg to milwaukee,travel
737, what is fare code m,travel
1453, okay can you tell me the flight cost between denver and atlanta,travel
3939, what is the earliest flight i can get from baltimore to boston,travel
4679, i want to go from boston to oakland on united and leave at 838 am which flight should i take,travel
2506, what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday,travel
2994, show me flights from denver to philadelphia,travel
2126, what are the flights from charlotte to atlanta returning on tuesday july thirteenth,travel
2926, show me the flights from dallas to baltimore at economy level,travel
4724, please list all flights on united airlines out of denver before noon,travel
906, what flights are available from pittsburgh to oakland airport,travel
3616, can you tell me about ground transportation between the dallas airport and downtown dallas,travel
1030, show me the flights from denver to westchester county,travel
2507, show flights from denver to oakland,travel
2428, are there any airlines that have flights from boston to philadelphia that leave before 630 am,travel
947, what flights do you have from baltimore to san francisco,travel
3774, how many people fly on a turboprop,travel
4035, find me a flight from boston to san francisco with a layover in denver,travel
715, what flights return from denver to philadelphia on a saturday,travel
4023, please give me the flights from denver to pittsburgh which leave in the morning on july second,travel
686, tell me about ground transportation in st. petersburg airport,travel
703, find me the earliest flight from boston to atlanta on any day of the week,travel
3341, i would like to book a flight from baltimore to newark early in the morning on april ninth,travel
2353, find the earliest flight from boston to oakland that serves breakfast,travel
2257, i need a flight from philadelphia to dallas that stops in atlanta,travel
3632, i need a nonstop flight from san diego to phoenix,travel
473, flights from kansas city to cleveland on wednesday,travel
21, please list all first class flights on united from denver to baltimore,travel
2752, show me the flights from boston to atlanta,travel
885, i want to leave boston at 838,travel
2448, i'd like to travel from boston to baltimore on us air 269 please tell me the times,travel
917, show me the flights from denver to san diego leaving after 5 pm,travel
3725, i'd like to fly from denver to pittsburgh with a stop in atlanta,travel
4129, show me the latest dinner flight from baltimore to oakland,travel
2239, what is the round trip thrift fare on us air from boston to san francisco,travel
4253, show me all flights from phoenix to milwaukee next wednesday,travel
1265, denver to philadelphia monday,travel
483, how much does dl 746 cost,travel
4318, which airlines provide direct flights between washington and denver,travel
2963, show me flights from atlanta to washington please,travel
1219, i'm looking for a flight traveling from boston to denver one way and the cheapest way possible,travel
277, pittsburgh to denver,travel
988, list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115 am and 1245 pm,travel
2084, show me cheap flights from baltimore to dallas,travel
1245, i would like information information on flights from san francisco to denver on thursday morning,travel
2382, how can i go from minneapolis to long beach late tomorrow,travel
571, what are the flights from tacoma to san jose also on tuesday the eighteenth of may,travel
1435, how many fares are there one way from tacoma to montreal,travel
993, do you have a flight from philadelphia to san francisco with a stopover in dallas,travel
3422, find a transcontinental flight on american airlines from boston to san francisco that makes a stopover in denver,travel
4077, flights from atlanta to washington dc,travel
585, which united airlines flight flies from boston to san francisco and makes a stopover in philadelphia,travel
4438, what is the first flight that travels from atlanta to baltimore that serves lunch,travel
2514, show me the continental flights with meals which depart seattle on sunday for chicago,travel
1349, is there a united airlines flight from miami to washington dc arriving around noon,travel
1007, show me all daily flights out of boston that have coach class,travel
674, cheapest flight from miami to indianapolis,travel
2412, what is the cheapest fare for flights from boston to dallas,travel
2903, in the month of december are there any flights from atlanta to denver that stop in boston,travel
447, what are the fares from newark to la monday and wednesday,travel
3442, please give me the cheapest flight from denver to pittsburgh,travel
3726, what are the afternoon flights from atlanta to baltimore,travel
4611, please list me the flights and their cost of all airlines flying from denver to baltimore,travel
359, what flights are there on sunday from seattle to minneapolis,travel
2064, list the flights and time of arrival for flights arriving in dallas fort worth from boston before noon,travel
4429, tell me about flights from atlanta to charlotte next monday,travel
3778, show me all flights from baltimore to philadelphia,travel
1690, i want to fly from kansas city to chicago next wednesday arriving in the evening and returning the next day,travel
4307, is there a thursday night flight from pittsburgh to san francisco on us air,travel
1548, list the flights from denver to baltimore,travel
1247, flights from chicago to denver on continental on saturday morning,travel
1985, are there any 4 o'clock flights from washington to denver,travel
294, all one way flights between boston and philadelphia,travel
1547, what are the afternoon flights for denver to san francisco,travel
2012, i need to fly from atlanta to charlotte north carolina next monday,travel
588, what is bna,travel
3329, what flights go from boston to washington next tuesday,travel
2403, is there one stop with the us air boston leaving at 705 to atlanta,travel
2129, okay i would like to know the type of aircraft used on a flight from cleveland to dallas please,travel
4368, do you have one to denver from philadelphia,travel
2410, list the takeoffs and landings at general mitchell international,travel
2719, what's the capacity of a 733,travel
425, list all nonstop flights on sunday from tampa to charlotte,travel
2582, are there any later flights than 810 pm leaving from milwaukee for tacoma tomorrow evening,travel
1054, show flights between boston and denver,travel
3934, show me the price of all flights from atlanta to washington dc,travel
4542, a one way flight from boston to san francisco please,travel
556, all flights from boston to washington dc after 5 pm on november eleventh economy class,travel
4339, what delta leaves boston for atlanta,travel
3906, list all flights leaving denver arriving in seattle on saturday that depart after 1230 pm,travel
4691, please list flights from philadelphia to dallas stopping in atlanta,travel
2469, please list all flights on northwest and united airlines that go to denver,travel
4689, flights from newark to tampa on friday on us air,travel
355, i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you,travel
1193, show me the flights from denver to westchester county,travel
1716, can you list all flights departing from toronto and landing in san diego with a stopover in denver,travel
3416, requesting flight information from boston to denver on wednesday,travel
2604, show me all the cities that midwest express serves,travel
4110, show me all flights from new york to miami leaving on a tuesday and show me all flights from miami to new york leaving on sunday,travel
2828, i would like a schedule of flights from denver to san francisco on tuesday,travel
1704, what kind of ground transportation is available in las vegas,travel
2863, i would like a flight that leaves on friday from philadelphia to dallas that makes a stop in atlanta,travel
2618, i'd like to see all flights from pittsburgh to philadelphia again,travel
2400, what ground transportation is there from the airport in atlanta to downtown,travel
2139, list the nonstop flights from miami to new york on a sunday along with the fares that are less than 466 dollars,travel
3239, what are the flights available after 3 pm between denver and san francisco,travel
2383, please show me flights from pittsburgh to boston on saturday morning after 8 am,travel
3218, how much is the cheapest flight from denver to pittsburgh with a stop in atlanta,travel
3712, what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh,travel
1285, i would like an evening flight from pittsburgh to los angeles on june third,travel
3764, what kind of ground transportation is there in denver,travel
3808, are there any flights from atlanta to baltimore,travel
4448, list all the landings at general mitchell international,travel
2087, what kind of aircraft does delta use before 8 am on august second from boston to denver,travel
1889, round trip fares from baltimore to philadelphia under 1000 dollars,travel
4078, what kind of plane is used on the earliest flight from boston to san francisco afternoon,travel
1591, i want a flight from toronto to san diego that stops in st. louis are there flights,travel
1346, flight information from oakland to denver,travel
4411, what are the flight numbers of the flights which go from san francisco to washington via indianapolis,travel
2162, what flights leave pittsburgh for denver on monday night,travel
2396, i need a flight from philadelphia to denver,travel
3612, find travel arrangements for a round trip flight from dallas to pittsburgh,travel
2271, how far is the airport from san francisco,travel
4470, what is the seating capacity of the various airplanes that united airlines uses,travel
3111, show me all the flights that arrive in baltimore in the evening,travel
1137, which airline is the cheapest to fly from dallas to baltimore on december twenty fourth,travel
4676, please give me information on a flight on april seventeen from philadelphia to boston as early as possible,travel
972, i want to fly philadelphia to san francisco on july eighth,travel
795, what are the first class and coach fares for flights from chicago to kansas city arriving around 7 pm next thursday,travel
3020, what is the cost of united airlines flight 415 from chicago to kansas city thursday night,travel
1711, please show me the flights from washington dc to san francisco california,travel
3387, okay for now i would like information on a flight on april twenty seventh from pittsburgh to atlanta leaving early in the morning about 8 o'clock,travel
36, what are the flights from st. louis to burbank sunday evening,travel
453, show me the flights to love field,travel
913, please give me all flights from long beach to memphis,travel
4049, show me the round trip flights between phoenix and salt lake city,travel
1199, list all flights arriving and departing at general mitchell international,travel
1274, dallas to oakland saturday,travel
2375, i would like information on twa flights from washington to philadelphia,travel
37, i'd like to arrange a flight from pittsburgh to atlanta,travel
974, give me information on flights from atlanta to washington dc on wednesday after 4 pm and thursday before 9 am,travel
3195, what is the first flight from boston to atlanta,travel
983, list all flights from boston to san francisco on us air,travel
3872, show me flights from pittsburgh to philadelphia,travel
4037, show me flights from atlanta to washington dc on wednesday evening,travel
1418, what is airline nw,travel
3332, may i have a listing of flights from minneapolis to long beach california on wednesday,travel
1560, what's the capacity of an f28,travel
39, how far is it from orlando airport to orlando,travel
1486, what is mco,travel
4524, can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city,travel
169, how do i get from pittsburgh airport to downtown pittsburgh,travel
1355, what does d s stand for for meals,travel
2785, rental car in baltimore,travel
3601, show me the latest flight to love field,travel
4726, show me the lowest priced fare from dallas to baltimore,travel
3972, describe fare code qx,travel
2682, what flights does delta have from dallas to denver after 5 o'clock,travel
4683, what are the flights from boston to san francisco,travel
4900, what is the cheapest fare from dallas to denver round trip,travel
1640, which flights on northwest and united airlines stop in denver before noon,travel
1290, is there a flight from atlanta to san francisco that stops over in denver,travel
1380, flight from denver to boston,travel
1933, show me the available flights from san francisco to boston on november twenty fourth,travel
579, list all flights from memphis to seattle,travel
4201, is there a flight from baltimore to san francisco with a stop in denver on twa,travel
3160, information on flights from denver to philadelphia,travel
2030, airports,travel
892, tuesday morning flights between charlotte and baltimore,travel
3919, what flights from detroit to st. petersburg,travel
780, i'd like a first class flight from denver to baltimore on january first,travel
159, round trip flights from minneapolis to san diego coach economy fare,travel
2, cheapest airfare from tacoma to orlando,travel
2263, list the flights from toronto to salt lake city,travel
3216, show me the last flight on wednesday from atlanta to denver,travel
2109, show me flights from boston to baltimore coach on wednesday about 12 noon,travel
849, what type of aircraft leaving after 2 pm from boston to oakland,travel
2737, how do you travel from san francisco airport to downtown san francisco,travel
2466, delta flights to dallas please,travel
4333, what is the earliest flight leaving boston and going to washington on september third,travel
1596, show all flights on united airlines from san francisco to denver to washington dc,travel
1776, what airlines have nonstop early afternoon flights from boston to denver,travel
1913, wednesday morning flights between baltimore and newark new jersey,travel
1043, i need information on flights leaving philadelphia on friday arriving in oakland california,travel
4692, show me the flights from baltimore to dallas,travel
1544, what are the first class fares from boston to pittsburgh on thursday,travel
2736, ground transportation atl to atlanta,travel
3928, is there a late afternoon flight leaving washington for denver,travel
4596, show me flights from philadelphia to oakland on friday,travel
53, does us air have any flights out of atlanta to denver,travel
1796, what is the least expensive fare from baltimore to san francisco leaving on september thirtieth,travel
1911, i would like to fly to baltimore,travel
2306, show me all flights arriving to denver from boston,travel
2553, what ground transportation is available in dallas,travel
2800, which airlines fly between boston and pittsburgh,travel
4054, i want a round trip fare from new york to san jose,travel
4108, show me the united flights which go from boston to washington dc,travel
824, show me the airfare from pittsburgh to san francisco,travel
4712, i would like to know some information on flights leaving philadelphia arriving in pittsburgh in the afternoon,travel
3178, find travel arrangements for a round trip flight from dallas to pittsburgh,travel
3401, is there a direct flight from atlanta to philadelphia that arrives in philadelphia around 12 noon,travel
1389, looking for flights in toronto to san diego,travel
4854, okay what i would like to know is does twa flight 505 from charlotte to las vegas with a stop in st. louis serve dinner that's twa flight 505 or 163,travel
884, what flights are available from boston to dallas,travel
3773, flights from denver to pittsburgh on wednesday,travel
1607, show me the flights from san diego to san francisco on southwest airlines,travel
1594, from las vegas to montreal,travel
771, show me the flights available from dallas to baltimore august third,travel
2611, all right do you have a flight from atlanta to boston,travel
3822, show me flights from miami to new york leaving on a sunday first class,travel
2273, please list the flights from ontario california to orlando florida,travel
1868, does united airline have any flights from dallas to san francisco,travel
1085, interested in a flight from washington to fort worth,travel
10, show me the flights from san diego to newark by way of houston,travel
3580, what northwest flights leave denver before noon,travel
1325, show me all fares between philadelphia and san francisco that are less than 200 dollars one way,travel
3390, can you list all flights that depart from orlando to kansas city,travel
1463, what limousine service in toronto,travel
806, what flights leave after 7 pm from pittsburgh to philadelphia,travel
3703, do you have any flights united airlines from dallas to san francisco,travel
4017, give me flights from atlanta to baltimore,travel
3739, does eastern airlines fly between boston and washington,travel
2108, list all afternoon flights leaving baltimore and arriving in atlanta on thursday,travel
4216, i would like the time of your earliest flight in the morning from philadelphia to washington on american airlines,travel
4933, is there a flight on twa from baltimore to san francisco with a stop in denver,travel
2234, what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover,travel
3211, i would like to fly from denver to boston,travel
963, what flights are there on saturdays from philadelphia to denver,travel
3415, what flights from chicago to kansas city in the morning,travel
3721, list flights between denver and pittsburgh,travel
398, i'm trying to make a connection between denver and san francisco does delta airline fly between those two,travel
2632, all flights from pittsburgh to philadelphia,travel
4829, what's the cheapest first class airfare from pittsburgh to san francisco,travel
2996, what are your flights from denver to baltimore,travel
704, what is the airfare between denver and pittsburgh,travel
431, what type of ground transportation is available between the airport and downtown san francisco,travel
292, i'd like a flight from washington that stops in denver and goes on to san francisco,travel
4845, what flights are available from denver to philadelphia with stopover in pittsburgh,travel
145, show me flights from philadelphia to oakland on friday,travel
4127, i need flight information leaving atlanta and arriving in baltimore for monday,travel
2033, what do these cost,travel
